Grupo;Departamento;División;Género;Salario base;Pago de tiempo extra;Grado de estudio
POL;Department of Police;POL 47 PSB 6th District Patrol;M;113488;17370.14;P5
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;14181.95;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;124833;0;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;M;124833;11981.84;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;M;124833;28187.41;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;M;124833;2603.81;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;664.77;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;5800.11;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;108084;11817.11;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;5615.75;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;2842.66;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;92847.64;3654.7;16
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;8310.63;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;120032;0;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;0;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;14083.13;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;1672.44;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;1353.66;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;108084;337.32;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;108084;0;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;14036.7;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;124833;36944.47;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;M;124833;2303.36;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;F;108084;8005.43;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;1753.33;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;124833;23465.52;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;F;762.965.836;819.37;16
POL;Department of Police;POL 47 PSB 6th District Patrol;F;78947;15444.15;16
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;43.21;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;108084;8798.26;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;28697.01;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;120612;3327.89;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;M;100897;41904.82;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;100897;29237.88;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;104428;5823.46;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;97484;12156.87;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;97484;2486.28;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;97484;30627.83;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;97484;14651.87;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;104428;1049.01;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108084;1959.66;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;48742;231.1;P4P
POL;Department of Police;POL 47 PSB 6th District Patrol;F;84949;1220.58;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;104428;7883.69;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;97484;2311.87;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;104428;16601.47;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;94186;3157.15;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108785;540.13;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;M;94186;8796.05;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;F;94186;6267.76;P4
POL;Department of Police;POL 47 PSB 6th District Patrol;M;47093;0;P4P
POL;Department of Police;POL 47 PSB 6th District Patrol;M;108785;6800.77;A1
POL;Department of Police;POL 47 PSB 6th District Patrol;M;;;P2
POL;Department of Police;POL 47 PSB 6th District Patrol;M;;;P2
POL;Department of Police;POL 47 PSB 6th District Patrol;M;;;P2
POL;Department of Police;POL 47 PSB 6th District Special Assignment Team;M;;;P4
POL;Department of Police;POL 47 PSB 6th District Special Assignment Team;M;;;A1
POL;Department of Police;POL 47 PSB 6th District Special Assignment Team;M;;;P4
POL;Department of Police;POL 47 PSB 6th District Special Assignment Team;M;;;P5
POL;Department of Police;POL 47 PSB 6th District Special Assignment Team;M;;;P4
POL;Department of Police;POL 47 PSB 6th District Special Assignment Team;M;;;P4
POL;Department of Police;POL 47 PSB 6th District Special Assignment Team;F;;;P4
POL;Department of Police;POL 47 PSB 6th District Station;F;78947;0;16
POL;Department of Police;POL 47 PSB 6th District Station;M;190181.24;3768.78;A3
POL;Department of Police;POL 47 PSB 6th District Station;M;159165.27;10939.44;A2
POL;Department of Police;POL 47 PSB 6th District Station;M;162638.32;0;A2
POL;Department of Police;POL 47 PSB 6th District Station;F;147941.71;1386.96;A2
POL;Department of Police;POL 47 PSB 6th District Station;M;89948;6241.64;N19
POL;Department of Police;POL 47 PSB Duty Commander;M;190185;13557.26;A3
POL;Department of Police;POL 47 PSB Duty Commander;M;188995.22;4948.61;A3
POL;Department of Police;POL 47 FSB Security Services Division;M;75621;7729.79;15
POL;Department of Police;POL 47 CRB Community Engagement Division;M;189473;0;A3
POL;Department of Police;POL 47 CRB Community Engagement Division;M;153782.86;12206.72;A2
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;124833;341.69;A1
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;108084;1030.4;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;108084;6568.05;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;124833;1859.99;A1
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;108084;15523.29;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;108084;3917.97;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;108084;0;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;108084;207.75;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;108084;41.55;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;108084;1467.54;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;108084;688.04;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;108084;4591.99;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;108084;4709.89;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;108084;20104.38;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;124833;20791.81;A1
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;108084;5425.65;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;108084;249.3;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;97484;4199.22;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;97484;3110.75;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;108084;17334.13;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;94186;4733;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;94186;131.26;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;87921;2966.58;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;M;82078;3467.25;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Community Engagement Section;F;78167;79.61;P3
POL;Department of Police;POL 47 CRB Community Engagement Division Crisis Response & Support Section;M;120032;7047.38;A1
POL;Department of Police;POL 47 CRB Community Engagement Division Crisis Response & Support Section;F;108084;751.19;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Crisis Response & Support Section;M;124833;17557.75;A1
POL;Department of Police;POL 47 CRB Community Engagement Division Crisis Response & Support Section;M;108084;96.97;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Crisis Response & Support Section;M;112592;25045.9;A1
POL;Department of Police;POL 47 CRB Community Engagement Division Crisis Response & Support Section;M;104428;10580.69;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Crisis Response & Support Section;F;84949;12964.79;P4
POL;Department of Police;POL 47 CRB Community Engagement Division Crisis Response & Support Section;M;82078;8532.53;P4
POL;Department of Police;POL 47 CRB Policy and Planning Division;F;188258.1;4837.94;A3
POL;Department of Police;POL 47 CRB Policy and Planning Division;M;108084;0;P4
POL;Department of Police;POL 47 CRB Policy and Planning Division;F;108084;0;P4
POL;Department of Police;POL 47 CRB Policy and Planning Division;F;149023.82;0;M3
POL;Department of Police;POL 47 CRB Policy and Planning Division;F;107367;1597.57;23
POL;Department of Police;POL 47 CRB Policy and Planning Division;F;1.019.301.904;0;N25
POL;Department of Police;POL 47 Field Services Bureau;M;218000;0;EX2
POL;Department of Police;POL 47 Field Services Bureau;M;113488;87.26;P5
POL;Department of Police;POL 47 Field Services Bureau;M;124833;0;A1
POL;Department of Police;POL 47 Field Services Bureau;M;124833;6368.59;A1
POL;Department of Police;POL 47 Field Services Bureau;M;148657.34;14584.15;A2
POL;Department of Police;POL 47 Field Services Bureau;M;108084;0;P4
POL;Department of Police;POL 47 Field Services Bureau;F;97484;135.2;P4
POL;Department of Police;POL 47 FSB Security Services Division;M;78947;35887.25;16
POL;Department of Police;POL 47 FSB Security Services Division;M;107367;21878.99;N23
POL;Department of Police;POL 47 FSB Security Services Division;F;750.864.937;16143.36;15
POL;Department of Police;POL 47 FSB Security Services Division;M;101590;0;21
POL;Department of Police;POL 47 FSB Security Services Division;M;98228;22467.6;21
POL;Department of Police;POL 47 FSB Security Services Division;F;752.979.744;23937.24;15
POL;Department of Police;POL 47 FSB Security Services Division;M;98228;20887.79;21
POL;Department of Police;POL 47 FSB Security Services Division;M;75621;8236.22;15
POL;Department of Police;POL 47 FSB Security Services Division;M;98228;6606.96;21
POL;Department of Police;POL 47 FSB Security Services Division;M;85886.55;3540.49;21
POL;Department of Police;POL 47 FSB Security Services Division;M;75621;14075.63;15
POL;Department of Police;POL 47 FSB Security Services Division;F;827.800.939;7360.25;18
POL;Department of Police;POL 47 FSB Security Services Division;F;75621;0;15
POL;Department of Police;POL 47 FSB Security Services Division;M;75621;7949.38;15
POL;Department of Police;POL 47 FSB Security Services Division;F;727.516.689;5233.22;15
POL;Department of Police;POL 47 FSB Security Services Division;M;75621;115.22;15
POL;Department of Police;POL 47 FSB Security Services Division;F;75621;269.26;15
POL;Department of Police;POL 47 FSB Security Services Division;M;756.210.033;15685.45;15
POL;Department of Police;POL 47 FSB Security Services Division;F;86103;26576.08;18
POL;Department of Police;POL 47 FSB Security Services Division;M;75.621.004;888.07;15
POL;Department of Police;POL 47 FSB Security Services Division;F;90.447.223;16507.04;21
POL;Department of Police;POL 47 FSB Security Services Division;F;75621;4371.89;15
POL;Department of Police;POL 47 FSB Security Services Division;M;87287;881.27;N23
POL;Department of Police;POL 47 FSB Special Operations Division;M;151964.6;19053.97;A2
POL;Department of Police;POL 47 FSB Special Operations Division;M;108084;69034.64;P4
POL;Department of Police;POL 47 FSB Special Operations Division;M;184399.74;22568.51;A3
POL;Department of Police;POL 47 FSB Special Operations Division;M;146891.2;14025.88;A2
POL;Department of Police;POL 47 FSB Special Operations Division;M;108084;19122.67;P4
POL;Department of Police;POL 47 FSB Special Operations Division;M;124833;64191.45;A1
POL;Department of Police;POL 47 FSB Special Operations Division;M;108084;32793.1;P4
POL;Department of Police;POL 47 FSB Special Operations Division;M;124833;63407.57;A1
POL;Department of Police;POL 47 FSB Special Operations Division;F;78947;0;16
POL;Department of Police;POL 47 FSB Special Operations Division;M;113488;4612.18;P5
POL;Department of Police;POL 47 FSB Special Operations Division;M;108084;72784.73;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;108084;38613.55;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;F;113488;12151.42;P5
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;124833;36346.55;A1
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;108084;54792.42;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;108084;35755.04;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;108084;20709.36;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;124833;67595.17;A1
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;F;108084;26112.5;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;108084;25635.55;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;108084;17523.65;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;124833;34188.83;A1
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;108084;16262.25;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;113488;17129.31;P5
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;108084;69018.46;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;108084;20869.63;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;94186;20346.15;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;94186;44915.95;P4
POL;Department of Police;POL 47 FSB Special Operations Division Canine Section;M;84949;11947.09;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;108084;12731.95;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;108084;20404.24;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;108084;21268.74;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;108084;18054.98;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;108084;40964.28;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;108084;457.04;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;108084;14570.68;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;108084;23324.13;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;124833;36952.38;A1
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;108084;3868.53;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;97484;18438.46;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;87921;15374.87;P4
POL;Department of Police;POL 47 FSB Special Operations Division Tactical Operations Section;M;87921;20653.31;P4
POL;Department of Police;POL 47 FSB Traffic Division;M;163437.12;2078.56;A2
POL;Department of Police;POL 47 FSB Traffic Division;M;108084;23888.53;P4
POL;Department of Police;POL 47 FSB Traffic Division;F;78947;0;16
POL;Department of Police;POL 47 FSB Traffic Division Alcohol Initiatives Section;M;113488;31326.6;P5
POL;Department of Police;POL 47 FSB Traffic Division Alcohol Initiatives Section;M;108084;43729.19;P4
POL;Department of Police;POL 47 FSB Traffic Division Alcohol Initiatives Section;M;108084;21724.52;P4
POL;Department of Police;POL 47 FSB Traffic Division Alcohol Initiatives Section;F;108084;10197.74;P4
POL;Department of Police;POL 47 FSB Traffic Division Alcohol Initiatives Section;M;108785;40511.83;A1
POL;Department of Police;POL 47 FSB Traffic Division Alcohol Initiatives Section;M;91002;12823.2;P4
POL;Department of Police;POL 47 FSB Traffic Division Alcohol Initiatives Section;F;91002;16166.46;P4
POL;Department of Police;POL 47 FSB Traffic Division Alcohol Initiatives Section;M;82078;9599.76;P4
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;107367;0;N23
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;F;756.210.001;6432.59;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;F;742.429.631;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;75621;847.58;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;F;75621;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;75621;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;746.733.605;2372.5;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;F;75621;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;75621;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;F;746.733.605;2462.07;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;75621;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;108084;7302.49;P4
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;110973.19;0;N25
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;678.722.449;3206.02;N18
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;F;641.368.476;2889.63;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;747.934.206;440.91;N18
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;710.805.601;806.31;15
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;124833;53236.82;A1
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;722.451.659;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;590.697.945;340.79;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;F;570.722.327;293.98;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;682.175.981;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;688.130.683;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;729.813.708;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;146229.31;0;M3
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;64480.14;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;55786.14;864.2;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;75621;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;F;71000;0;15
POL;Department of Police;POL 47 FSB Traffic Division Automated Traffic Enforcement Section;M;54000;0;14
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;1995.98;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;109123;1919.64;P5
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;23823.71;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;1841.43;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;3363.77;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;2504.54;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;14877.6;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;5185;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;103927;415.5;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;2087.37;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;F;108084;2906.72;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;17105.01;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;8121.77;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;113488;11145.6;P5
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;50128.7;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;6119.22;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;6242.2;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;103927;1454.2;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;11420.82;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;4592.44;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;161.35;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;35409.04;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;124833;3908.04;A1
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;104428;5813.93;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;104428;14259.25;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;108084;7031.44;P4
POL;Department of Police;POL 47 FSB Traffic Division Central Traffic Enforcement;M;100897;7185.38;P4
POL;Department of Police;POL 47 FSB Traffic Division Collision Reconstruction;F;108084;20801.43;P4
POL;Department of Police;POL 47 FSB Traffic Division Collision Reconstruction;M;108084;8465.04;P4
POL;Department of Police;POL 47 FSB Traffic Division Collision Reconstruction;M;108084;24684.64;P4
POL;Department of Police;POL 47 FSB Traffic Division Collision Reconstruction;M;108084;2708.87;P4
POL;Department of Police;POL 47 FSB Traffic Division Collision Reconstruction;F;113488;23959.52;P5
POL;Department of Police;POL 47 FSB Traffic Division Collision Reconstruction;M;108084;13287.13;P4
POL;Department of Police;POL 47 FSB Traffic Division Collision Reconstruction;M;124833;15877.86;A1
POL;Department of Police;POL 47 FSB Traffic Division Collision Reconstruction;F;108084;9251.09;P4
POL;Department of Police;POL 47 FSB Traffic Division Collision Reconstruction;M;108084;124.65;P4
POL;Department of Police;POL 47 FSB Traffic Division Collision Reconstruction;M;108084;25481.15;P4
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;M;108084;20879.08;P4
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;M;302.963.928;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;M;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;M;113488;27515.1;P5
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;20424;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;302.963.928;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;105.68;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;68.23;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;284.850.732;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;M;124833;9326.73;A1
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;304.030.716;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;94.17;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;294.816.336;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;;;
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;;;
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;;;
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;;;
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;;;
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;;;
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;;;
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;;;
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;;;
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;47.09;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;M;108084;24425.66;P4
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;294.816.336;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;277.102.751;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;108084;13412.73;P4
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;M;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;30620;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;M;285.704.894;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;231.289.054;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;20424;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;285.701.108;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;285.701.108;5.58;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;285.701.108;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;285.701.108;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;28.570.136;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;285.704.826;0;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;F;285.704.918;39.82;10
POL;Department of Police;POL 47 FSB Traffic Division School Safety Section;M;276.043.451;0;10
